Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,12411,3,4,333,935,333,0,111.0,192.25764,935,0,233.75,467.5,102167.43,564.0158,2068.5,4681.6157,11617,3.0,11928,5964.0,7994.5493,11617,311,12408,4136.0,6752.472,11929,21.0,0,0,0,0,72,92,241.72105,322.29474,0,935,158.5,334.69302,112019.43,0,0,1,1,0,0,0,1,1,181.14285,111.0,233.75,0,0,0,0,0,0,3,333,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119371972,90722,0,2903104,0,32,32,32.0,0.0,0,0,0.0,0.0,24319.812,759.99414,1315.8141,27220.469,852689,0.0,119000000,1315.8141,27220.469,852689,0,0,0.0,0.0,0,0.0,0,0,0,0,725776,0,759.99414,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00035,32.0,0.0,0,0,0,0,0,0,90722,2903104,0,0,-1,-1,90721,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,104003926,9,0,288,0,32,32,32.0,0.0,0,0,0.0,0.0,2.7691262,0.08653519,13000000.0,18600000.0,56000000,996319.0,104000000,13000000.0,18600000.0,56000000,996319,0,0.0,0.0,0,0.0,0,0,0,0,72,0,0.08653519,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.555557,32.0,0.0,0,0,0,0,0,0,9,288,0,0,-1,-1,8,8,2513924.5,2146218.2,4031530,996319,24000000.0,22000000.0,56000000,7003939,Benign
17,89479146,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.527367,0.06705473,17900000.0,15300000.0,42000000,4000248.0,89500000,17900000.0,15300000.0,42000000,4000248,0,0.0,0.0,0,0.0,0,0,0,0,48,0,0.06705473,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000248.0,0.0,4000248,4000248,21400000.0,15300000.0,42000000,7200393,Benign
6,11605,3,4,325,935,325,0,108.333336,187.63884,935,0,233.75,467.5,108573.89,603.1883,1934.1666,4388.78,10887,4.0,11227,5613.5,7457.855,10887,340,11601,3867.0,6384.441,11237,29.0,0,0,0,0,72,92,258.50928,344.67902,0,935,157.5,334.1086,111628.57,0,0,1,1,0,0,0,1,1,180.0,108.333336,233.75,0,0,0,0,0,0,3,325,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119851365,130687,0,4181984,0,32,32,32.0,0.0,0,0,0.0,0.0,34893.086,1090.4089,917.0941,17814.666,623151,0.0,120000000,917.0941,17814.666,623151,0,0,0.0,0.0,0,0.0,0,0,0,0,1045496,0,1090.4089,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000244,32.0,0.0,0,0,0,0,0,0,130687,4181984,0,0,-1,-1,130686,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,27325,3,4,313,935,313,0,104.333336,180.71063,935,0,233.75,467.5,45672.46,256.17566,4554.1665,7060.8027,15589,3.0,15871,7935.5,10823.684,15589,282,27322,9107.333,8176.561,15872,21.0,0,0,0,0,72,92,109.78957,146.3861,0,935,156.0,333.2751,111072.29,0,0,1,1,0,0,0,1,1,178.28572,104.333336,233.75,0,0,0,0,0,0,3,313,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,655522,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6.1020074,218507.33,378429.44,655480,18.0,655498,655498.0,0.0,655498,655498,655504,655504.0,0.0,655504,655504.0,0,0,0,0,64,40,3.0510037,3.0510037,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,3350,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,597.01495,3350.0,0.0,3350,3350.0,3350,3350.0,0.0,3350,3350,0,0.0,0.0,0,0.0,0,0,0,0,40,0,597.01495,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,22007,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90.88017,22007.0,0.0,22007,22007.0,22007,22007.0,0.0,22007,22007,0,0.0,0.0,0,0.0,0,0,0,0,40,0,90.88017,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119539231,80154,0,2564928,0,32,32,32.0,0.0,0,0,0.0,0.0,21456.79,670.52466,1491.3881,29752.32,808315,1.0,120000000,1491.3881,29752.32,808315,1,0,0.0,0.0,0,0.0,0,0,0,0,641232,0,670.52466,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.0004,32.0,0.0,0,0,0,0,0,0,80154,2564928,0,0,-1,-1,80153,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,1342390800,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,134239080.0,413950140.5,1312335092,1000493.0,0,134239080.0,413950140.5,1312335092,1000493,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,27776,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,72.00461,27776.0,0.0,27776,27776.0,27776,27776.0,0.0,27776,27776,0,0.0,0.0,0,0.0,0,0,0,0,40,0,72.00461,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15619,3,4,73,935,73,0,24.333334,42.14657,935,0,233.75,467.5,64536.78,448.1721,2603.1667,6050.3384,14950,3.0,15243,7621.5,10364.064,14950,293,15616,5205.3335,8709.661,15261,33.0,0,0,0,0,72,92,192.07376,256.09833,0,935,126.0,327.88196,107506.57,0,0,1,1,0,0,0,1,1,144.0,24.333334,233.75,0,0,0,0,0,0,3,73,4,935,65535,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,14953,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133.75243,14953.0,0.0,14953,14953.0,14953,14953.0,0.0,14953,14953,0,0.0,0.0,0,0.0,0,0,0,0,40,0,133.75243,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,9652,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,207.21094,9652.0,0.0,9652,9652.0,9652,9652.0,0.0,9652,9652,0,0.0,0.0,0,0.0,0,0,0,0,40,0,207.21094,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119724574,143017,0,4576544,0,32,32,32.0,0.0,0,0,0.0,0.0,38225.6,1194.55,837.1411,17815.545,721470,0.0,120000000,837.1411,17815.545,721470,0,0,0.0,0.0,0,0.0,0,0,0,0,1144136,0,1194.55,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000225,32.0,0.0,0,0,0,0,0,0,143017,4576544,0,0,-1,-1,143016,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,6202,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,322.47662,6202.0,0.0,6202,6202.0,6202,6202.0,0.0,6202,6202,0,0.0,0.0,0,0.0,0,0,0,0,40,0,322.47662,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15085,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,132.58203,15085.0,0.0,15085,15085.0,15085,15085.0,0.0,15085,15085,0,0.0,0.0,0,0.0,0,0,0,0,40,0,132.58203,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,1045871239,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,74705088.5,192705302.5,685147701,23.0,0,95079203.55,214814082.5,685147701,145467,0,111007350.0,164675624.9,300212512,32809538.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,30651,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,65.250725,30651.0,0.0,30651,30651.0,30651,30651.0,0.0,30651,30651,0,0.0,0.0,0,0.0,0,0,0,0,40,0,65.250725,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,16873,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,118.53257,16873.0,0.0,16873,16873.0,16873,16873.0,0.0,16873,16873,0,0.0,0.0,0,0.0,0,0,0,0,40,0,118.53257,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,2265935,19,16,1096,2261,272,0,57.68421,78.576965,976,0,141.3125,302.99982,1481.5077,15.446162,66645.15,84927.34,216445,16.0,2265208,125844.89,84110.97,216952,16,2265913,151060.86,83520.39,271224,19.0,0,0,0,0,616,520,8.385059,7.061103,0,976,93.25,210.98143,44513.164,0,0,0,1,0,0,0,0,0,95.91428,57.68421,141.3125,0,0,0,0,0,0,19,1096,16,2261,5840,227,11,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,332773740,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55462290.0,120988627.8,301085788,144.0000001,0,10562650.67,18169790.52,31543151,144801,0,110876373.0,165479607.2,301085932,31543187.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,15040063,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3008012.6,3165909.105,8014223,1013533.0,0,3008012.6,3165909.105,8014223,1013533,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,332201200,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55366866.67,120503597.0,299947459,32.00000003,0,10751247.0,18483507.75,32093964,159777,0,110680659.7,164693546.1,299947491,32094488.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,24787,3,4,261,935,261,0,87.0,150.68842,935,0,233.75,467.5,48251.098,282.4061,4131.1665,6574.1694,15363,4.0,15687,7843.5,10634.179,15363,324,24782,8260.667,7864.7607,15686,20.0,0,0,0,0,72,92,121.03119,161.37491,0,935,149.5,330.26917,109077.71,0,0,1,1,0,0,0,1,1,170.85715,87.0,233.75,0,0,0,0,0,0,3,261,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15034579,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3006915.8,3164376.271,8007111,1005521.0,0,3006915.8,3164376.271,8007111,1005521,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,25748,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,77.675934,25748.0,0.0,25748,25748.0,25748,25748.0,0.0,25748,25748,0,0.0,0.0,0,0.0,0,0,0,0,40,0,77.675934,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,3226,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,619.9628,3226.0,0.0,3226,3226.0,3226,3226.0,0.0,3226,3226,0,0.0,0.0,0,0.0,0,0,0,0,40,0,619.9628,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,24632,3,4,267,935,267,0,89.0,154.15253,935,0,233.75,467.5,48798.312,284.18317,4105.3335,8438.5625,21153,3.0,3458,1729.0,1936.0583,3098,360,24621,8207.0,11342.127,21153,18.0,0,0,0,0,72,92,121.79279,162.39038,0,935,150.25,330.56522,109273.36,0,0,1,1,0,0,0,1,1,171.71428,89.0,233.75,0,0,0,0,0,0,3,267,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,24735,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80.857086,24735.0,0.0,24735,24735.0,24735,24735.0,0.0,24735,24735,0,0.0,0.0,0,0.0,0,0,0,0,40,0,80.857086,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15399,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.87857,15399.0,0.0,15399,15399.0,15399,15399.0,0.0,15399,15399,0,0.0,0.0,0,0.0,0,0,0,0,40,0,129.87857,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,30815,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,64.90346,30815.0,0.0,30815,30815.0,30815,30815.0,0.0,30815,30815,0,0.0,0.0,0,0.0,0,0,0,0,40,0,64.90346,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,26705,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74.89234,26705.0,0.0,26705,26705.0,26705,26705.0,0.0,26705,26705,0,0.0,0.0,0,0.0,0,0,0,0,40,0,74.89234,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,21253,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,94.10436,21253.0,0.0,21253,21253.0,21253,21253.0,0.0,21253,21253,0,0.0,0.0,0,0.0,0,0,0,0,40,0,94.10436,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,22353,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,89.47345,22353.0,0.0,22353,22353.0,22353,22353.0,0.0,22353,22353,0,0.0,0.0,0,0.0,0,0,0,0,40,0,89.47345,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119495356,109249,0,3495968,0,32,32,32.0,0.0,0,0,0.0,0.0,29256.1,914.2531,1093.7991,20636.54,700949,0.0,119000000,1093.7991,20636.54,700949,0,0,0.0,0.0,0,0.0,0,0,0,0,873992,0,914.2531,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000294,32.0,0.0,0,0,0,0,0,0,109249,3495968,0,0,-1,-1,109248,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,23174,3,4,313,935,313,0,104.333336,180.71063,935,0,233.75,467.5,53853.457,302.06265,3862.3333,5718.558,11632,4.0,11499,5749.5,7183.4976,10829,670,23170,7723.3335,6664.6333,11632,28.0,0,0,0,0,72,92,129.45543,172.60724,0,935,156.0,333.2751,111072.29,0,0,1,1,0,0,0,1,1,178.28572,104.333336,233.75,0,0,0,0,0,0,3,313,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,22001,3,4,339,935,339,0,113.0,195.72174,935,0,233.75,467.5,57906.457,318.16736,3666.8333,6039.526,14577,4.0,14872,7436.0,10098.899,14577,295,21994,7331.3335,7427.087,14869,20.0,0,0,0,0,72,92,136.35744,181.80992,0,935,159.25,335.14633,112323.07,0,0,1,1,0,0,0,1,1,182.0,113.0,233.75,0,0,0,0,0,0,3,339,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,21994,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90.93389,21994.0,0.0,21994,21994.0,21994,21994.0,0.0,21994,21994,0,0.0,0.0,0,0.0,0,0,0,0,40,0,90.93389,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,835105,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.5923626,417552.5,590481.56,835086,19.0,835105,835105.0,0.0,835105,835105,0,0.0,0.0,0,0.0,0,0,0,0,40,20,2.3949084,1.1974542,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,1024,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,9093,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,219.94942,9093.0,0.0,9093,9093.0,9093,9093.0,0.0,9093,9093,0,0.0,0.0,0,0.0,0,0,0,0,40,0,219.94942,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119743300,122770,0,3928640,0,32,32,32.0,0.0,0,0,0.0,0.0,32808.85,1025.2766,975.35455,19672.486,651547,0.0,120000000,975.35455,19672.486,651547,0,0,0.0,0.0,0,0.0,0,0,0,0,982160,0,1025.2766,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00026,32.0,0.0,0,0,0,0,0,0,122770,3928640,0,0,-1,-1,122769,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,114024848,7,0,224,0,32,32,32.0,0.0,0,0,0.0,0.0,1.9644841,0.061390128,19000000.0,23900000.0,66000000,2960289.0,114000000,19000000.0,23900000.0,66000000,2960289,0,0.0,0.0,0,0.0,0,0,0,0,56,0,0.061390128,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36.57143,32.0,0.0,0,0,0,0,0,0,7,224,0,0,-1,-1,6,8,3481535.5,737153.9,4002782,2960289,26800000.0,26600000.0,66000000,8039851,Benign
17,103988722,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,3.3849823,0.1057807,10400000.0,4997939.0,17000000,1984000.0,104000000,10400000.0,4997939.0,17000000,1984000,0,0.0,0.0,0,0.0,0,0,0,0,88,0,0.1057807,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.909092,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,2991039.0,1424168.2,3998078,1984000,12300000.0,3496861.8,17000000,7003619,Benign
6,11977,3,4,325,935,325,0,108.333336,187.63884,935,0,233.75,467.5,105201.63,584.45355,1996.1666,4571.4746,11323,3.0,11644,5822.0,7779.589,11323,321,11974,3991.3333,6633.0776,11649,29.0,0,0,0,0,72,92,250.48009,333.97345,0,935,157.5,334.1086,111628.57,0,0,1,1,0,0,0,1,1,180.0,108.333336,233.75,0,0,0,0,0,0,3,325,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,30133,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66.37241,30133.0,0.0,30133,30133.0,30133,30133.0,0.0,30133,30133,0,0.0,0.0,0,0.0,0,0,0,0,40,0,66.37241,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,16534,3,4,316,935,316,0,105.333336,182.44269,935,0,233.75,467.5,75662.27,423.37003,2755.6667,6256.564,15515,2.0,15818,7909.0,10756.509,15515,303,16532,5510.6665,8933.581,15819,21.0,0,0,0,0,72,92,181.44429,241.92574,0,935,156.375,333.4786,111207.984,0,0,1,1,0,0,0,1,1,178.71428,105.333336,233.75,0,0,0,0,0,0,3,316,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119683411,131359,0,4203488,0,32,32,32.0,0.0,0,0,0.0,0.0,35121.727,1097.554,911.1239,18606.396,660883,0.0,120000000,911.1239,18606.396,660883,0,0,0.0,0.0,0,0.0,0,0,0,0,1050872,0,1097.554,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000244,32.0,0.0,0,0,0,0,0,0,131359,4203488,0,0,-1,-1,131358,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,29825,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,67.05784,29825.0,0.0,29825,29825.0,29825,29825.0,0.0,29825,29825,0,0.0,0.0,0,0.0,0,0,0,0,40,0,67.05784,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,317922699,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,35324744.33,93963395.25,284283373,80.00000003,0,52987116.5,114033059.7,284283373,144407,0,105588653.7,155725338.9,284433202,32332759.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,22197,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90.102264,22197.0,0.0,22197,22197.0,22197,22197.0,0.0,22197,22197,0,0.0,0.0,0,0.0,0,0,0,0,40,0,90.102264,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119004621,13,0,416,0,32,32,32.0,0.0,0,0,0.0,0.0,3.4956627,0.10923945,9917052.0,6381168.0,22000000,2964011.0,119000000,9917052.0,6381168.0,22000000,2964011,0,0.0,0.0,0,0.0,0,0,0,0,104,0,0.10923945,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.46154,32.0,0.0,0,0,0,0,0,0,13,416,0,0,-1,-1,12,8,4654965.5,2865699.5,7963990,3000036,13100000.0,5306717.5,22000000,6004016,Benign
6,17714,3,4,339,935,339,0,113.0,195.72174,935,0,233.75,467.5,71920.516,395.16766,2952.3333,6491.2207,16173,3.0,16562,8281.0,11160.974,16173,389,17703,5901.0,9242.237,16554,23.0,0,0,0,0,72,92,169.35757,225.81009,0,935,159.25,335.14633,112323.07,0,0,1,1,0,0,0,1,1,182.0,113.0,233.75,0,0,0,0,0,0,3,339,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
